FacturaID,ProductoID,PrecioUnitario,Cantidad,Descuento,ProductoID.1,ProductoNombre,ProveedorID,CategoriaID,CantidadPorUnidad,PrecioUnitario.1,UnidadesStock,UnidadesPedidas,NivelReorden,Discontinuado,Cantidad_z,PrecioUnitario_z,Descuento_z
10470,64,26.6,8,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.8314911241377392,0.012792552851302598,-0.673216465940181
10479,64,26.6,30,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.32533002195405913,0.012792552851302598,-0.673216465940181
10557,64,33.25,30,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.32533002195405913,0.2357935342205016,-0.673216465940181
10565,64,33.25,18,0.1,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.30566333045964905,0.2357935342205016,0.5253802502553921
10574,64,33.25,6,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.9366566828733572,0.2357935342205016,-0.673216465940181
10629,64,33.25,9,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.7789083447699302,0.2357935342205016,-0.673216465940181
10668,64,33.25,15,0.1,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.4634116685630761,0.2357935342205016,0.5253802502553921
10681,64,33.25,28,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.2201644632184411,0.2357935342205016,-0.673216465940181
10757,64,33.25,24,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.009833345747205048,0.2357935342205016,-0.673216465940181
10796,64,33.25,35,0.2,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.5882439187931042,0.2357935342205016,1.7239769664509652
10832,64,33.25,3,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-1.0944050209767844,0.2357935342205016,-0.673216465940181
10836,64,33.25,30,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.32533002195405913,0.2357935342205016,-0.673216465940181
10845,64,33.25,48,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,1.2718200505746213,0.2357935342205016,-0.673216465940181
10859,64,33.25,30,0.25,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.32533002195405913,0.2357935342205016,2.3232753245487516
10872,64,33.25,15,0.05,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.4634116685630761,0.2357935342205016,-0.07391810784239443
10876,64,33.25,20,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.20049777172403102,0.2357935342205016,-0.673216465940181
10957,64,33.25,8,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.8314911241377392,0.2357935342205016,-0.673216465940181
10968,64,33.25,4,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-1.0418222416089753,0.2357935342205016,-0.673216465940181
11031,64,33.25,20,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-0.20049777172403102,0.2357935342205016,-0.673216465940181
11053,64,33.25,25,0.2,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,0.062416125115014064,0.2357935342205016,1.7239769664509652
11072,64,33.25,130,0.0,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,5.5836079587349605,0.2357935342205016,-0.673216465940181
11077,64,33.25,2,0.03,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,-1.1469878003445932,0.2357935342205016,-0.3136374510815091
10289,3,8.0,30,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,0.32533002195405913,-0.6109395153392392,-0.673216465940181
10405,3,8.0,50,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,1.3769856093102395,-0.6109395153392392,-0.673216465940181
10485,3,8.0,20,0.1,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-0.20049777172403102,-0.6109395153392392,0.5253802502553921
10540,3,10.0,60,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,1.9028134029883297,-0.5438715510176755,-0.673216465940181
10591,3,10.0,14,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-0.5159944479308851,-0.5438715510176755,-0.673216465940181
10702,3,10.0,6,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-0.9366566828733572,-0.5438715510176755,-0.673216465940181
10742,3,10.0,20,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-0.20049777172403102,-0.5438715510176755,-0.673216465940181
10764,3,10.0,20,0.1,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-0.20049777172403102,-0.5438715510176755,0.5253802502553921
10849,3,10.0,49,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,1.3244028299424304,-0.5438715510176755,-0.673216465940181
10857,3,10.0,30,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,0.32533002195405913,-0.5438715510176755,-0.673216465940181
11017,3,10.0,25,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,0.062416125115014064,-0.5438715510176755,-0.673216465940181
11077,3,10.0,4,0.0,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,13,70,25,0,-1.0418222416089753,-0.5438715510176755,-0.673216465940181
10403,48,10.2,70,0.15000001,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,2.42864119666642,-0.5371647545855192,1.12467872821285
10453,48,10.2,15,0.1,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,-0.4634116685630761,-0.5371647545855192,0.5253802502553921
10507,48,12.75,15,0.15000001,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,-0.4634116685630761,-0.4516531000755255,1.12467872821285
10604,48,12.75,6,0.1,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,-0.9366566828733572,-0.4516531000755255,0.5253802502553921
10704,48,12.75,24,0.0,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,0.009833345747205048,-0.4516531000755255,-0.673216465940181
10814,48,12.75,8,0.15000001,48,Chocolade,22,3,10 pkgs.,12.75,15,70,25,0,-0.8314911241377392,-0.4516531000755255,1.12467872821285
10253,31,10.0,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.5438715510176755,-0.673216465940181
10272,31,10.0,40,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.8511578156321493,-0.5438715510176755,-0.673216465940181
10273,31,10.0,15,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.4634116685630761,-0.5438715510176755,-0.07391810784239443
10325,31,10.0,4,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-1.0418222416089753,-0.5438715510176755,-0.673216465940181
10335,31,10.0,25,0.2,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.062416125115014064,-0.5438715510176755,1.7239769664509652
10342,31,10.0,56,0.2,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.6924822855170936,-0.5438715510176755,1.7239769664509652
10356,31,10.0,30,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.32533002195405913,-0.5438715510176755,-0.673216465940181
10359,31,10.0,70,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,2.42864119666642,-0.5438715510176755,-0.07391810784239443
10363,31,10.0,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.5438715510176755,-0.673216465940181
10374,31,10.0,30,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.32533002195405913,-0.5438715510176755,-0.673216465940181
10376,31,10.0,42,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.9563233743677674,-0.5438715510176755,-0.07391810784239443
10390,31,10.0,60,0.1,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.9028134029883297,-0.5438715510176755,0.5253802502553921
10393,31,10.0,32,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.4304955806896772,-0.5438715510176755,-0.673216465940181
10423,31,10.0,14,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.5159944479308851,-0.5438715510176755,-0.673216465940181
10446,31,10.0,3,0.1,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-1.0944050209767844,-0.5438715510176755,0.5253802502553921
10475,31,10.0,35,0.15000001,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.5882439187931042,-0.5438715510176755,1.12467872821285
10496,31,10.0,20,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.5438715510176755,-0.07391810784239443
10536,31,12.5,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,-0.673216465940181
10537,31,12.5,30,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.32533002195405913,-0.46003659561572097,-0.673216465940181
10549,31,12.5,55,0.15000001,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.6398995061492845,-0.46003659561572097,1.12467872821285
10553,31,12.5,30,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.32533002195405913,-0.46003659561572097,-0.673216465940181
10564,31,12.5,6,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.9366566828733572,-0.46003659561572097,-0.07391810784239443
10567,31,12.5,60,0.2,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.9028134029883297,-0.46003659561572097,1.7239769664509652
10569,31,12.5,35,0.2,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.5882439187931042,-0.46003659561572097,1.7239769664509652
10576,31,12.5,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,-0.673216465940181
10584,31,12.5,50,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.3769856093102395,-0.46003659561572097,-0.07391810784239443
10659,31,12.5,20,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,-0.07391810784239443
10668,31,12.5,8,0.1,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.8314911241377392,-0.46003659561572097,0.5253802502553921
10680,31,12.5,20,0.25,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,2.3232753245487516
10705,31,12.5,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,-0.673216465940181
10722,31,12.5,50,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.3769856093102395,-0.46003659561572097,-0.673216465940181
10730,31,12.5,3,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-1.0944050209767844,-0.46003659561572097,-0.07391810784239443
10747,31,12.5,8,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.8314911241377392,-0.46003659561572097,-0.673216465940181
10768,31,12.5,50,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.3769856093102395,-0.46003659561572097,-0.673216465940181
10773,31,12.5,70,0.2,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,2.42864119666642,-0.46003659561572097,1.7239769664509652
10774,31,12.5,2,0.25,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-1.1469878003445932,-0.46003659561572097,2.3232753245487516
10776,31,12.5,16,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.41082888919526706,-0.46003659561572097,-0.07391810784239443
10782,31,12.5,1,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-1.1995705797124023,-0.46003659561572097,-0.673216465940181
10783,31,12.5,10,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.7263255654021212,-0.46003659561572097,-0.673216465940181
10812,31,12.5,16,0.1,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.41082888919526706,-0.46003659561572097,0.5253802502553921
10826,31,12.5,35,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.5882439187931042,-0.46003659561572097,-0.673216465940181
10833,31,12.5,9,0.1,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.7789083447699302,-0.46003659561572097,0.5253802502553921
10855,31,12.5,14,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.5159944479308851,-0.46003659561572097,-0.673216465940181
10886,31,12.5,35,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.5882439187931042,-0.46003659561572097,-0.673216465940181
10941,31,12.5,44,0.25,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.0614889331033854,-0.46003659561572097,2.3232753245487516
10945,31,12.5,10,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.7263255654021212,-0.46003659561572097,-0.673216465940181
10953,31,12.5,50,0.05,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,1.3769856093102395,-0.46003659561572097,-0.07391810784239443
10954,31,12.5,25,0.15000001,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.062416125115014064,-0.46003659561572097,1.12467872821285
10979,31,12.5,24,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,0.009833345747205048,-0.46003659561572097,-0.673216465940181
11016,31,12.5,15,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.4634116685630761,-0.46003659561572097,-0.673216465940181
11070,31,12.5,20,0.0,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,-0.20049777172403102,-0.46003659561572097,-0.673216465940181
10388,45,7.6,15,0.2,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-0.4634116685630761,-0.6243531082035518,1.7239769664509652
10465,45,7.6,30,0.1,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.32533002195405913,-0.6243531082035518,0.5253802502553921
10502,45,9.5,21,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-0.147914992356222,-0.5606385420980664,-0.673216465940181
10549,45,9.5,100,0.15000001,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,4.006124577700691,-0.5606385420980664,1.12467872821285
10638,45,9.5,20,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-0.20049777172403102,-0.5606385420980664,-0.673216465940181
10713,45,9.5,110,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,4.531952371378781,-0.5606385420980664,-0.673216465940181
10740,45,9.5,40,0.2,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.8511578156321493,-0.5606385420980664,1.7239769664509652
10750,45,9.5,40,0.15000001,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.8511578156321493,-0.5606385420980664,1.12467872821285
10753,45,9.5,4,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-1.0418222416089753,-0.5606385420980664,-0.673216465940181
10776,45,9.5,27,0.05,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.1675816838506321,-0.5606385420980664,-0.07391810784239443
10847,45,9.5,36,0.2,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.6408266981609132,-0.5606385420980664,1.7239769664509652
10896,45,9.5,15,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-0.4634116685630761,-0.5606385420980664,-0.673216465940181
10954,45,9.5,30,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,0.32533002195405913,-0.5606385420980664,-0.673216465940181
11013,45,9.5,20,0.0,45,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0,-0.20049777172403102,-0.5606385420980664,-0.673216465940181
10253,49,16.0,40,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.8511578156321493,-0.34266765805298466,-0.673216465940181
10290,49,16.0,15,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.4634116685630761,-0.34266765805298466,-0.673216465940181
10304,49,16.0,30,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.32533002195405913,-0.34266765805298466,-0.673216465940181
10360,49,16.0,35,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.5882439187931042,-0.34266765805298466,-0.673216465940181
10400,49,16.0,30,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.32533002195405913,-0.34266765805298466,-0.673216465940181
10404,49,16.0,30,0.05,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.32533002195405913,-0.34266765805298466,-0.07391810784239443
10456,49,16.0,21,0.15000001,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.147914992356222,-0.34266765805298466,1.12467872821285
10481,49,16.0,24,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.009833345747205048,-0.34266765805298466,-0.673216465940181
10499,49,20.0,25,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.062416125115014064,-0.2085317294098574,-0.673216465940181
10539,49,20.0,6,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.9366566828733572,-0.2085317294098574,-0.673216465940181
10603,49,20.0,25,0.05,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.062416125115014064,-0.2085317294098574,-0.07391810784239443
10612,49,20.0,18,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.30566333045964905,-0.2085317294098574,-0.673216465940181
10804,49,20.0,4,0.15000001,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-1.0418222416089753,-0.2085317294098574,1.12467872821285
10868,49,20.0,42,0.1,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.9563233743677674,-0.2085317294098574,0.5253802502553921
10875,49,20.0,15,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.4634116685630761,-0.2085317294098574,-0.673216465940181
10882,49,20.0,20,0.15000001,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.20049777172403102,-0.2085317294098574,1.12467872821285
10910,49,20.0,10,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-0.7263255654021212,-0.2085317294098574,-0.673216465940181
10942,49,20.0,28,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.2201644632184411,-0.2085317294098574,-0.673216465940181
10967,49,20.0,40,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,0.8511578156321493,-0.2085317294098574,-0.673216465940181
11019,49,20.0,2,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,-1.1469878003445932,-0.2085317294098574,-0.673216465940181
11039,49,20.0,60,0.0,49,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,1.9028134029883297,-0.2085317294098574,-0.673216465940181
10259,37,20.8,1,0.0,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,-1.1995705797124023,-0.18170454368123193,-0.673216465940181
10337,37,20.8,28,0.0,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,0.2201644632184411,-0.18170454368123193,-0.673216465940181
10408,37,20.8,10,0.0,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,-0.7263255654021212,-0.18170454368123193,-0.673216465940181
10523,37,26.0,18,0.1,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,-0.30566333045964905,-0.007327836445166536,0.5253802502553921
10847,37,26.0,60,0.2,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,1.9028134029883297,-0.007327836445166536,1.7239769664509652
10966,37,26.0,8,0.0,37,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0,-0.8314911241377392,-0.007327836445166536,-0.673216465940181
10255,2,15.2,20,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.20049777172403102,-0.3694948437816101,-0.673216465940181
10258,2,15.2,50,0.2,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,1.3769856093102395,-0.3694948437816101,1.7239769664509652
10264,2,15.2,35,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.5882439187931042,-0.3694948437816101,-0.673216465940181
10298,2,15.2,40,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.8511578156321493,-0.3694948437816101,-0.673216465940181
10327,2,15.2,25,0.2,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.062416125115014064,-0.3694948437816101,1.7239769664509652
10335,2,15.2,7,0.2,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.8840739035055483,-0.3694948437816101,1.7239769664509652
10342,2,15.2,24,0.2,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.009833345747205048,-0.3694948437816101,1.7239769664509652
10393,2,15.2,25,0.25,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.062416125115014064,-0.3694948437816101,2.3232753245487516
10418,2,15.2,60,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,1.9028134029883297,-0.3694948437816101,-0.673216465940181
10435,2,15.2,10,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.7263255654021212,-0.3694948437816101,-0.673216465940181
10440,2,15.2,45,0.15000001,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,1.1140717124711943,-0.3694948437816101,1.12467872821285
10469,2,15.2,40,0.15000001,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.8511578156321493,-0.3694948437816101,1.12467872821285
10485,2,15.2,20,0.1,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.20049777172403102,-0.3694948437816101,0.5253802502553921
10504,2,19.0,12,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.6211600066665032,-0.24206571157063922,-0.673216465940181
10611,2,19.0,10,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.7263255654021212,-0.24206571157063922,-0.673216465940181
10622,2,19.0,20,0.0,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,-0.20049777172403102,-0.24206571157063922,-0.673216465940181
10632,2,19.0,30,0.05,2,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0,0.32533002195405913,-0.24206571157063922,-0.07391810784239443
