ProductoID,Cantidad,Descuento,FechaFactura,FechaEnvio,PaisEnvio,ProductoNombre,UnidadesStock
62,10,0,10/7/1997 0:00,10/14/1997 0:00,Finland,Northwoods Cranberry Sauce,6
42,40,0,10/17/1997 0:00,11/20/1997 0:00,Brazil,Northwoods Cranberry Sauce,6
69,30,0.2,12/19/1997 0:00,12/23/1997 0:00,Brazil,Northwoods Cranberry Sauce,6
28,20,0,1/13/1998 0:00,1/23/1998 0:00,UK,Northwoods Cranberry Sauce,6
43,30,0,2/18/1998 0:00,2/20/1998 0:00,Germany,Northwoods Cranberry Sauce,6
53,16,0,3/25/1998 0:00,3/27/1998 0:00,Canada,Northwoods Cranberry Sauce,6
75,20,0.15000001,3/26/1998 0:00,4/23/1998 0:00,Belgium,Northwoods Cranberry Sauce,6
36,30,0,4/8/1998 0:00,4/13/1998 0:00,Portugal,Northwoods Cranberry Sauce,6
32,2,0.1,5/6/1998 0:00,0000-00-00 00:00:00,USA,Northwoods Cranberry Sauce,6
58,20,0.1,1/21/1997 0:00,1/27/1997 0:00,Brazil,Mishi Kobe Niku,29
62,16,0.15000001,4/23/1997 0:00,5/23/1997 0:00,Germany,Mishi Kobe Niku,29
34,50,0.25,9/30/1997 0:00,10/30/1997 0:00,Ireland,Mishi Kobe Niku,29
70,6,0,10/6/1997 0:00,10/10/1997 0:00,USA,Mishi Kobe Niku,29
41,3,0,1/23/1998 0:00,1/29/1998 0:00,UK,Mishi Kobe Niku,29
62,24,0.05,8/5/1996 0:00,8/12/1996 0:00,Germany,Ikura,31
1,15,0,8/8/1996 0:00,8/14/1996 0:00,Mexico,Ikura,31
41,30,0.2,11/19/1996 0:00,12/2/1996 0:00,Venezuela,Ikura,31
76,16,0,12/20/1996 0:00,12/24/1996 0:00,Canada,Ikura,31
17,14,0,2/18/1997 0:00,2/27/1997 0:00,France,Ikura,31
28,20,0.2,2/19/1997 0:00,3/11/1997 0:00,France,Ikura,31
76,20,0.05,3/18/1997 0:00,3/26/1997 0:00,France,Ikura,31
71,16,0.05,4/28/1997 0:00,5/1/1997 0:00,Switzerland,Ikura,31
35,2,0,5/1/1997 0:00,5/7/1997 0:00,Sweden,Ikura,31
52,5,0,6/13/1997 0:00,7/9/1997 0:00,Spain,Ikura,31
15,10,0,7/24/1997 0:00,7/30/1997 0:00,France,Ikura,31
25,70,0,7/28/1997 0:00,8/1/1997 0:00,USA,Ikura,31
39,18,0.25,8/27/1997 0:00,9/3/1997 0:00,Ireland,Ikura,31
16,24,0.15000001,9/10/1997 0:00,9/19/1997 0:00,Portugal,Ikura,31
35,2,0,9/22/1997 0:00,9/29/1997 0:00,Mexico,Ikura,31
46,20,0,9/29/1997 0:00,10/3/1997 0:00,Brazil,Ikura,31
59,18,0.1,10/1/1997 0:00,10/7/1997 0:00,Denmark,Ikura,31
63,18,0,10/22/1997 0:00,10/24/1997 0:00,USA,Ikura,31
6,21,0,10/23/1997 0:00,10/29/1997 0:00,France,Ikura,31
13,16,0,10/30/1997 0:00,11/5/1997 0:00,Canada,Ikura,31
14,6,0,12/12/1997 0:00,12/26/1997 0:00,USA,Ikura,31
31,10,0,12/18/1997 0:00,12/24/1997 0:00,Venezuela,Ikura,31
72,36,0,12/30/1997 0:00,1/7/1998 0:00,UK,Ikura,31
4,15,0,1/12/1998 0:00,2/6/1998 0:00,France,Ikura,31
57,16,0,1/20/1998 0:00,1/29/1998 0:00,Belgium,Ikura,31
75,100,0.15000001,1/27/1998 0:00,2/5/1998 0:00,Austria,Ikura,31
2,10,0,2/6/1998 0:00,2/11/1998 0:00,Spain,Ikura,31
11,70,0,2/13/1998 0:00,3/2/1998 0:00,Brazil,Ikura,31
30,20,0.1,3/4/1998 0:00,4/8/1998 0:00,Sweden,Ikura,31
58,25,0,3/12/1998 0:00,3/19/1998 0:00,Denmark,Ikura,31
59,30,0,3/13/1998 0:00,3/17/1998 0:00,Canada,Ikura,31
65,24,0.15000001,4/14/1998 0:00,4/16/1998 0:00,Germany,Ikura,31
68,1,0,5/6/1998 0:00,0000-00-00 00:00:00,USA,Ikura,31
19,12,0,7/4/1996 0:00,7/16/1996 0:00,France,Queso Cabrales,22
30,12,0,9/3/1996 0:00,9/11/1996 0:00,Venezuela,Queso Cabrales,22
38,50,0.2,10/11/1996 0:00,10/14/1996 0:00,Sweden,Queso Cabrales,22
56,12,0.2,11/13/1996 0:00,11/25/1996 0:00,Austria,Queso Cabrales,22
26,24,0,11/27/1996 0:00,12/2/1996 0:00,Mexico,Queso Cabrales,22
72,30,0,1/7/1997 0:00,1/30/1997 0:00,Germany,Queso Cabrales,22
54,6,0,2/3/1997 0:00,2/13/1997 0:00,Sweden,Queso Cabrales,22
18,30,0,2/11/1997 0:00,2/18/1997 0:00,Austria,Queso Cabrales,22
42,6,0.2,2/12/1997 0:00,2/14/1997 0:00,Italy,Queso Cabrales,22
47,10,0,3/6/1997 0:00,3/13/1997 0:00,Brazil,Queso Cabrales,22
14,5,0,3/26/1997 0:00,4/2/1997 0:00,Venezuela,Queso Cabrales,22
21,15,0.25,3/28/1997 0:00,4/9/1997 0:00,Austria,Queso Cabrales,22
71,3,0,5/6/1997 0:00,5/9/1997 0:00,USA,Queso Cabrales,22
52,50,0.1,5/13/1997 0:00,5/21/1997 0:00,Mexico,Queso Cabrales,22
68,15,0.05,5/20/1997 0:00,5/26/1997 0:00,Germany,Queso Cabrales,22
2,10,0,5/22/1997 0:00,6/26/1997 0:00,USA,Queso Cabrales,22
31,15,0,5/30/1997 0:00,6/3/1997 0:00,Finland,Queso Cabrales,22
32,35,0.15000001,6/12/1997 0:00,6/18/1997 0:00,France,Queso Cabrales,22
51,15,0.05,6/17/1997 0:00,6/19/1997 0:00,Canada,Queso Cabrales,22
4,14,0,7/29/1997 0:00,8/1/1997 0:00,Germany,Queso Cabrales,22
23,10,0,8/19/1997 0:00,8/26/1997 0:00,Brazil,Queso Cabrales,22
26,15,0,10/9/1997 0:00,10/17/1997 0:00,Austria,Queso Cabrales,22
36,5,0,11/3/1997 0:00,12/5/1997 0:00,UK,Queso Cabrales,22
37,15,0.25,12/9/1997 0:00,12/17/1997 0:00,Brazil,Queso Cabrales,22
72,20,0,12/25/1997 0:00,1/5/1998 0:00,Germany,Queso Cabrales,22
17,50,0.1,12/26/1997 0:00,1/5/1998 0:00,UK,Queso Cabrales,22
30,20,0.1,1/9/1998 0:00,1/13/1998 0:00,Venezuela,Queso Cabrales,22
4,15,0,1/20/1998 0:00,1/29/1998 0:00,Mexico,Queso Cabrales,22
17,25,0,1/30/1998 0:00,2/2/1998 0:00,Germany,Queso Cabrales,22
62,10,0,2/4/1998 0:00,2/9/1998 0:00,UK,Queso Cabrales,22
18,40,0,2/16/1998 0:00,2/23/1998 0:00,USA,Queso Cabrales,22
41,40,0.25,2/26/1998 0:00,3/18/1998 0:00,Ireland,Queso Cabrales,22
43,2,0,3/4/1998 0:00,3/11/1998 0:00,Mexico,Queso Cabrales,22
33,5,0.25,3/12/1998 0:00,3/13/1998 0:00,Canada,Queso Cabrales,22
59,30,0,3/30/1998 0:00,4/21/1998 0:00,Argentina,Queso Cabrales,22
2,15,0,3/31/1998 0:00,4/2/1998 0:00,Brazil,Queso Cabrales,22
31,10,0,4/22/1998 0:00,4/29/1998 0:00,France,Queso Cabrales,22
36,10,0,5/5/1998 0:00,0000-00-00 00:00:00,Mexico,Queso Cabrales,22
55,12,0.05,7/26/1996 0:00,7/31/1996 0:00,Finland,Queso Manchego La Pastora,86
64,15,0,2/7/1997 0:00,2/10/1997 0:00,Canada,Queso Manchego La Pastora,86
68,15,0.25,5/14/1997 0:00,6/6/1997 0:00,Germany,Queso Manchego La Pastora,86
76,30,0.15000001,5/21/1997 0:00,5/23/1997 0:00,Venezuela,Queso Manchego La Pastora,86
4,36,0.15000001,8/15/1997 0:00,8/18/1997 0:00,Austria,Queso Manchego La Pastora,86
8,100,0,9/23/1997 0:00,10/16/1997 0:00,USA,Queso Manchego La Pastora,86
8,4,0,10/7/1997 0:00,10/14/1997 0:00,Finland,Queso Manchego La Pastora,86
19,36,0,10/27/1997 0:00,10/29/1997 0:00,Germany,Queso Manchego La Pastora,86
42,30,0,3/23/1998 0:00,4/1/1998 0:00,Austria,Queso Manchego La Pastora,86
17,20,0,3/26/1998 0:00,3/31/1998 0:00,Austria,Queso Manchego La Pastora,86
56,20,0,4/13/1998 0:00,4/16/1998 0:00,USA,Queso Manchego La Pastora,86
25,20,0.05,4/23/1998 0:00,4/24/1998 0:00,Germany,Queso Manchego La Pastora,86
39,4,0.2,4/24/1998 0:00,5/4/1998 0:00,Brazil,Queso Manchego La Pastora,86
40,2,0.05,5/6/1998 0:00,0000-00-00 00:00:00,USA,Queso Manchego La Pastora,86
75,10,0,8/8/1996 0:00,8/14/1996 0:00,Mexico,Konbu,24
1,20,0.1,8/27/1996 0:00,9/4/1996 0:00,Brazil,Konbu,24
23,12,0,10/9/1996 0:00,10/14/1996 0:00,Germany,Konbu,24
54,20,0,12/16/1996 0:00,12/18/1996 0:00,UK,Konbu,24
50,18,0,12/23/1996 0:00,12/31/1996 0:00,Germany,Konbu,24
69,10,0,12/25/1996 0:00,1/3/1997 0:00,USA,Konbu,24
38,2,0.1,1/21/1997 0:00,1/27/1997 0:00,Brazil,Konbu,24
41,1,0,3/3/1997 0:00,3/18/1997 0:00,UK,Konbu,24
44,10,0,4/16/1997 0:00,5/13/1997 0:00,Germany,Konbu,24
65,10,0,5/5/1997 0:00,5/15/1997 0:00,Finland,Konbu,24
24,8,0,5/16/1997 0:00,5/23/1997 0:00,UK,Konbu,24
54,60,0,7/16/1997 0:00,7/22/1997 0:00,Venezuela,Konbu,24
11,8,0.1,7/29/1997 0:00,8/1/1997 0:00,Venezuela,Konbu,24
38,13,0.15000001,8/15/1997 0:00,8/18/1997 0:00,Austria,Konbu,24
1,4,0,11/11/1997 0:00,11/18/1997 0:00,France,Konbu,24
29,6,0,11/19/1997 0:00,11/21/1997 0:00,Switzerland,Konbu,24
24,20,0.15000001,12/26/1997 0:00,1/5/1998 0:00,Germany,Konbu,24
57,7,0,1/1/1998 0:00,1/7/1998 0:00,Canada,Konbu,24
31,10,0,1/13/1998 0:00,1/23/1998 0:00,UK,Konbu,24
55,3,0.2,1/14/1998 0:00,1/19/1998 0:00,France,Konbu,24
69,6,0,1/16/1998 0:00,1/23/1998 0:00,Sweden,Konbu,24
10,65,0.15000001,1/27/1998 0:00,2/5/1998 0:00,Austria,Konbu,24
26,28,0.05,2/18/1998 0:00,2/20/1998 0:00,USA,Konbu,24
60,5,0,2/20/1998 0:00,3/6/1998 0:00,Argentina,Konbu,24
24,40,0,2/24/1998 0:00,3/4/1998 0:00,Brazil,Konbu,24
34,10,0,3/4/1998 0:00,3/11/1998 0:00,Mexico,Konbu,24
36,42,0.15000001,3/6/1998 0:00,3/19/1998 0:00,Switzerland,Konbu,24
16,20,0.25,3/10/1998 0:00,3/16/1998 0:00,Germany,Konbu,24
31,20,0,3/11/1998 0:00,3/23/1998 0:00,France,Konbu,24
60,15,0,3/11/1998 0:00,3/19/1998 0:00,UK,Konbu,24
28,20,0,3/12/1998 0:00,3/18/1998 0:00,Germany,Konbu,24
29,77,0,3/19/1998 0:00,3/23/1998 0:00,Germany,Konbu,24
38,84,0.15000001,3/27/1998 0:00,4/6/1998 0:00,USA,Konbu,24
49,56,0,4/6/1998 0:00,4/16/1998 0:00,USA,Konbu,24
54,20,0.1,4/15/1998 0:00,4/24/1998 0:00,Finland,Konbu,24
39,80,0,4/17/1998 0:00,4/24/1998 0:00,USA,Konbu,24
60,7,0,4/20/1998 0:00,4/22/1998 0:00,Germany,Konbu,24
25,30,0,4/29/1998 0:00,0000-00-00 00:00:00,Brazil,Konbu,24
51,10,0.05,5/5/1998 0:00,0000-00-00 00:00:00,Venezuela,Konbu,24
54,4,0,5/6/1998 0:00,0000-00-00 00:00:00,USA,Konbu,24
31,9,0,7/5/1996 0:00,7/10/1996 0:00,Germany,Tofu,35
75,9,0,10/9/1996 0:00,10/14/1996 0:00,Germany,Tofu,35
76,10,0,10/18/1996 0:00,10/25/1996 0:00,Finland,Tofu,35
69,15,0,12/6/1996 0:00,12/9/1996 0:00,USA,Tofu,35
71,42,0.25,12/25/1996 0:00,1/3/1997 0:00,USA,Tofu,35
11,12,0,1/9/1997 0:00,1/14/1997 0:00,Argentina,Tofu,35
65,20,0.1,1/13/1997 0:00,1/15/1997 0:00,Finland,Tofu,35
